name ,var_inter_sigma,var_inter_prob,var_inter_index,var_max,var_min,var_mean,var_sigma,kp_prob,ks_prob,var_prob,var_index,flux_aper_hilim,flux_aper_lolim,flux_aper,photflux_aper_hilim,photflux_aper_lolim,photflux_aper,flux_significance
0,0.00021748524999999999,0.99675,7.75,0.1194,0.1188,0.1191,0.0003141,0.194,0.659,0.075,0.0,3.441e-12,3.235e-12,3.341e-12,0.0003605,0.000339,0.0003501,32.51
1,0.00021748524999999999,0.99675,7.75,,,,,,,,,3.803466666666667e-15,8.865666666666666e-16,2.3639e-15,4.891666666666666e-07,1.1306333333333334e-07,3.0109999999999996e-07,1.5333333333333332
0,0.00014233260000000002,1.0,8.0,0.09242999999999998,0.09197599999999999,0.092224,0.00019926399999999994,0.7826,0.6738000000000001,0.0876,0.0,4.2264e-13,3.8976e-13,4.0652e-13,0.000279714,0.00026108,0.000270532,24.383999999999997
1,0.00014233260000000002,1.0,8.0,0.0513644,0.02237,0.0328176,0.010663240000000001,0.8452,0.9446,0.7804,5.4,2.0424600000000003e-13,1.79678e-13,1.9204e-13,0.000124652,0.00010969,0.00011730999999999999,14.972
0,,,,0.00054465,0.00029604999999999996,0.000370925,7.558e-05,0.8714999999999999,0.87825,0.5562499999999999,0.75,4.1676e-15,1.70088e-15,2.9487999999999997e-15,1.6741400000000002e-06,6.5602e-07,1.1776199999999999e-06,2.378
0,0.000507937325,0.859,6.0,0.005239250000000001,0.00519525,0.0052165,1.9981e-05,0.24150000000000002,0.218,0.09500000000000001,0.0,2.5630659999999995e-14,2.05412e-14,2.3043999999999998e-14,1.0994020000000002e-05,9.0154e-06,9.9584e-06,7.384
1,0.000507937325,0.859,6.0,0.16666099999999998,0.16609120000000002,0.16633549999999997,0.00025629400000000006,0.281,0.306,0.15660000000000002,0.0,4.104333333333334e-12,3.7832e-12,3.944133333333333e-12,0.0007134333333333333,0.0006569000000000001,0.0006851666666666667,22.076666666666668
2,0.000507937325,0.859,6.0,0.002193258,0.0019877280000000002,0.0020080639999999995,3.3598799999999994e-05,0.1375,0.086,0.2646,0.2,1.3923666666666668e-14,1.0155333333333332e-14,1.2098999999999999e-14,7.305666666666667e-06,5.627199999999999e-06,6.483333333333333e-06,6.503333333333334
3,0.000507937325,0.859,6.0,0.0035329180000000003,0.0032725579999999996,0.0033947699999999996,0.00010513095999999998,0.80675,0.6839999999999999,0.29640000000000005,0.4,2.54315e-14,1.984275e-14,2.2674249999999998e-14,8.62425e-06,7.1415e-06,7.89275e-06,10.120000000000001
4,0.000507937325,0.859,6.0,0.0046573249999999995,0.002702875,0.00297935,0.000352445,0.3915,0.419,0.4346,0.2,2.0035e-14,1.2079e-14,1.6085000000000002e-14,6.739e-06,3.328e-06,5.075e-06,2.98
0,,,,5.452033999999999,5.156248,5.375142,0.10976144000000002,0.8892,0.8901999999999999,0.5306,3.0,1.0378609999999998e-10,1.0289748000000001e-10,1.0334178000000001e-10,0.016186839999999997,0.01602302,0.016106919999999997,133.496
0,1.1314749999999998e-06,0.69025,4.0,0.0016363999999999999,0.0006258,0.0008497666666666667,0.00023787333333333334,0.39433333333333326,0.4106666666666667,0.5486666666666666,2.3333333333333335,1.101154e-14,7.4521e-15,9.2268e-15,1.5764880000000002e-06,1.0026e-06,1.2531e-06,2.7139999999999995
1,1.1314749999999998e-06,0.69025,4.0,0.001118,0.0007684666666666666,0.0007887666666666666,4.580666666666666e-05,0.4463333333333333,0.20233333333333334,0.3453333333333333,0.0,1.0860675e-14,7.338334999999999e-15,9.1245e-15,1.9863e-06,1.3051500000000001e-06,1.6492249999999999e-06,3.7074999999999996
2,1.1314749999999998e-06,0.69025,4.0,,,,,,,,,1.816746e-14,1.7072e-15,9.42e-15,4.602799999999999e-06,5.226399999999999e-07,2.4091999999999997e-06,0.776
3,1.1314749999999998e-06,0.69025,4.0,0.001839,0.001164,0.00127,0.0001315,0.719,0.623,0.406,0.0,1.85507e-14,8.853999999999999e-15,1.3284000000000002e-14,2.8050799999999995e-06,8.979999999999999e-07,1.3808e-06,1.1620000000000001
4,1.1314749999999998e-06,0.69025,4.0,0.003108233333333333,0.0011015666666666665,0.001197,0.0002150666666666667,0.37200000000000005,0.18200000000000002,0.6126666666666666,1.3333333333333333,1.2897040000000003e-14,9.138214e-15,1.1002440000000001e-14,2.9165999999999997e-06,1.690212e-06,2.30342e-06,3.482
5,1.1314749999999998e-06,0.69025,4.0,0.0012881666666666666,0.0006343666666666667,0.0007153,0.00013585,0.8976666666666667,0.612,0.6046666666666667,2.3333333333333335,7.237479999999999e-15,4.720724e-15,5.91136e-15,1.6906e-06,9.382e-07,1.19332e-06,2.988
6,1.1314749999999998e-06,0.69025,4.0,0.0013204,0.0006275,0.00071745,0.000125315,0.9155,0.8600000000000001,0.591,1.0,6.2999e-15,2.61358e-15,4.235399999999999e-15,2.07422e-06,5.7632e-07,9.461400000000001e-07,1.432
7,1.1314749999999998e-06,0.69025,4.0,0.0018096333333333335,0.0006505333333333334,0.0007295,0.00014002666666666666,0.5393333333333333,0.5703333333333332,0.7156666666666666,1.6666666666666667,8.312900000000001e-15,5.7099272e-15,6.9429599999999995e-15,1.69458e-06,9.906172e-07,1.2207080000000002e-06,3.1700000000000004
8,1.1314749999999998e-06,0.69025,4.0,,,,,,,,,4.0577e-14,7.333333333333333e-15,2.2003333333333334e-14,8.399e-06,1.4983333333333333e-06,4.496666666666666e-06,0.5
9,1.1314749999999998e-06,0.69025,4.0,0.0006664,0.0004559333333333333,0.0004792333333333333,2.913666666666667e-05,0.4186666666666667,0.22166666666666668,0.34400000000000003,0.0,4.95842e-15,2.68114e-15,3.7305999999999995e-15,1.304626e-06,5.490200000000001e-07,7.6448e-07,2.066
10,1.1314749999999998e-06,0.69025,4.0,0.0009380999999999999,0.0006315,0.0006515000000000001,4.0793333333333335e-05,0.3406666666666666,0.4836666666666667,0.367,0.0,6.764240000000001e-15,4.03406e-15,5.2696e-15,1.7612e-06,8.2822e-07,1.0855999999999998e-06,2.332
11,1.1314749999999998e-06,0.69025,4.0,0.0007346333333333333,0.0005427333333333334,0.0005636,2.8329999999999998e-05,0.3256666666666667,0.37633333333333335,0.321,0.0,6.8238600000000004e-15,3.7802200000000005e-15,5.2061e-15,1.7614600000000002e-06,7.205579999999999e-07,1.0167e-06,2.318
12,1.1314749999999998e-06,0.69025,4.0,0.0008189333333333335,0.0004756666666666667,0.0005549333333333333,7.755666666666668e-05,0.7373333333333333,0.6786666666666666,0.44566666666666666,0.0,6.86598e-15,3.84066e-15,5.2221999999999995e-15,1.6650199999999999e-06,6.955000000000002e-07,9.4548e-07,2.158
13,1.1314749999999998e-06,0.69025,4.0,0.0011565,0.0006288,0.0006486,5.486e-05,0.048,0.13,0.469,0.0,6.055699999999999e-15,3.3095199999999998e-15,4.53098e-15,1.59544e-06,5.86548e-07,8.134400000000002e-07,1.8719999999999999
14,1.1314749999999998e-06,0.69025,4.0,0.0014035999999999999,0.0008218000000000001,0.0008487,7.064333333333333e-05,0.2753333333333334,0.322,0.425,0.3333333333333333,9.15342e-15,6.4315799999999995e-15,7.722480000000001e-15,1.9458e-06,1.173986e-06,1.4269e-06,3.6479999999999997
15,1.1314749999999998e-06,0.69025,4.0,0.0017009666666666665,0.0007273666666666668,0.0007580999999999999,8.592333333333333e-05,0.4816666666666667,0.5720000000000001,0.6003333333333334,1.0,1.18368e-14,9.1677725e-15,1.0525160000000001e-14,1.7816e-06,1.3510124999999999e-06,1.5696175e-06,5.487500000000001
0,4.326275e-07,0.53975,2.75,0.0007302,0.0002979,0.0004397,0.0001376,0.83,0.933,0.617,1.0,2.55675e-15,1.92545e-16,6.31225e-16,1.27054e-06,1.1883000000000001e-07,4.831399999999999e-07,0.8219999999999998
1,4.326275e-07,0.53975,2.75,,,,,,,,,1.0309625e-14,2.792e-15,6.4789e-15,1.49254e-06,1.53714e-07,5.86e-07,0.7779999999999999
